,t,t-tau,t+1
145,0.906120076918953,0.823913988066542,0.861340911831193
146,0.861340911831193,0.873501582011861,0.822360452453388
147,0.822360452453388,0.926804182142801,0.791276562431622
148,0.791276562431622,0.97821346443909,0.769047769393415
149,0.769047769393415,1.02475615746317,0.755501024975519
150,0.755501024975519,1.06571066475859,0.74937304307253
151,0.74937304307253,1.10160860721559,0.748544836745673
152,0.748544836745673,1.13339535708997,0.750477905849698
153,0.750477905849698,1.16192907229514,0.752745887256458
154,0.752745887256458,1.18778155400197,0.753551962937082
155,0.753551962937082,1.21124434534434,0.752158628975881
156,0.752158628975881,1.2324286707411,0.74918529864586
157,0.74918529864586,1.25137678452602,0.746787175577795
158,0.746787175577795,1.26816993988677,0.748715433874619
159,0.748715433874619,1.28306539798367,0.759896400812751
160,0.759896400812751,1.29664750021146,0.784685131104156
161,0.784685131104156,1.30979339986979,0.823913988066542
162,0.823913988066542,1.32299109630222,0.873501582011861
163,0.873501582011861,1.33471383773434,0.926804182142801
164,0.926804182142801,1.34004717267006,0.97821346443909
165,0.97821346443909,1.33234397450715,1.02475615746317
166,1.02475615746317,1.30766130483322,1.06571066475859
167,1.06571066475859,1.26690281699194,1.10160860721559
168,1.10160860721559,1.21397176667795,1.13339535708997
169,1.13339535708997,1.15323714035961,1.16192907229514
170,1.16192907229514,1.08830944879963,1.18778155400197
171,1.18778155400197,1.02184332703808,1.21124434534434
172,1.21124434534434,0.955710234860841,1.2324286707411
173,1.2324286707411,0.891208686307617,1.25137678452602
174,1.25137678452602,0.829222335951754,1.26816993988677
175,1.26816993988677,0.770327349842904,1.28306539798367
176,1.28306539798367,0.714863845048426,1.29664750021146
177,1.29664750021146,0.662978640728583,1.30979339986979
178,1.30979339986979,0.614646812406369,1.32299109630222
179,1.32299109630222,0.5696987452376,1.33471383773434
180,1.33471383773434,0.52791174365699,1.34004717267006
181,1.34004717267006,0.489212876986934,1.33234397450715
182,1.33234397450715,0.453915194419204,1.30766130483322
183,1.30766130483322,0.422829649008355,1.26690281699194
184,1.26690281699194,0.397289913505396,1.21397176667795
185,1.21397176667795,0.379306508420714,1.15323714035961
186,1.15323714035961,0.371909815586212,1.08830944879963
187,1.08830944879963,0.379410242029106,1.02184332703808
188,1.02184332703808,0.406815450062563,0.955710234860841
189,0.955710234860841,0.457320907403067,0.891208686307617
190,0.891208686307617,0.52844417486596,0.829222335951754
191,0.829222335951754,0.611033791780434,0.770327349842904
192,0.770327349842904,0.693678902783253,0.714863845048426
193,0.714863845048426,0.767817440219425,0.662978640728583
194,0.662978640728583,0.829193332919025,0.614646812406369
195,0.614646812406369,0.876729510819148,0.5696987452376
196,0.5696987452376,0.911047101861316,0.52791174365699
197,0.52791174365699,0.933473288186086,0.489212876986934
198,0.489212876986934,0.945531103479703,0.453915194419204
199,0.453915194419204,0.948743803078776,0.422829649008355
200,0.422829649008355,0.944618764697206,0.397289913505396
201,0.397289913505396,0.934707373650829,0.379306508420714
202,0.379306508420714,0.920686835568311,0.371909815586212
203,0.371909815586212,0.904474777459139,0.379410242029106
204,0.379410242029106,0.888405497335636,0.406815450062563
205,0.406815450062563,0.875442305685404,0.457320907403067
206,0.457320907403067,0.869251064512497,0.52844417486596
207,0.52844417486596,0.873753555821032,0.611033791780434
208,0.611033791780434,0.891887857757433,0.693678902783253
209,0.693678902783253,0.924025576412091,0.767817440219425
210,0.767817440219425,0.966869714515805,0.829193332919025
211,0.829193332919025,1.01353705961328,0.876729510819148
212,0.876729510819148,1.0559335137428,0.911047101861316
213,0.911047101861316,1.08859046848637,0.933473288186086
214,0.933473288186086,1.11044867041251,0.945531103479703
215,0.945531103479703,1.12367102123299,0.948743803078776
216,0.948743803078776,1.13166477068547,0.944618764697206
217,0.944618764697206,1.13777212051666,0.934707373650829
218,0.934707373650829,1.14466104755391,0.920686835568311
219,0.920686835568311,1.15407554310296,0.904474777459139
220,0.904474777459139,1.16675086560505,0.888405497335636
221,0.888405497335636,1.18246302631817,0.875442305685404
222,0.875442305685404,1.20023786811317,0.869251064512497
223,0.869251064512497,1.21868868866582,0.873753555821032
224,0.873753555821032,1.23631365764773,0.891887857757433
225,0.891887857757433,1.25144469863221,0.924025576412091
226,0.924025576412091,1.26158901022831,0.966869714515805
227,0.966869714515805,1.26255101892297,1.01353705961328
228,1.01353705961328,1.24911820449465,1.0559335137428
229,1.0559335137428,1.21875620074231,1.08859046848637
230,1.08859046848637,1.17442811853499,1.11044867041251
231,1.11044867041251,1.12223038063669,1.12367102123299
232,1.12367102123299,1.06767922084387,1.13166477068547
233,1.13166477068547,1.01430295682972,1.13777212051666
234,1.13777212051666,0.963792234494609,1.14466104755391
235,1.14466104755391,0.916503520321059,1.15407554310296
236,1.15407554310296,0.87194290712173,1.16675086560505
237,1.16675086560505,0.829211052081495,1.18246302631817
238,1.18246302631817,0.787408943324731,1.20023786811317
239,1.20023786811317,0.745945533584144,1.21868868866582
240,1.21868868866582,0.704672312669859,1.23631365764773
241,1.23631365764773,0.663833457834074,1.25144469863221
242,1.25144469863221,0.623917073214391,1.26158901022831
243,1.26158901022831,0.585542131566505,1.26255101892297
244,1.26255101892297,0.549488964922674,1.24911820449465
245,1.24911820449465,0.516902424137065,1.21875620074231
246,1.21875620074231,0.489590606830092,1.17442811853499
247,1.17442811853499,0.470247148387745,1.12223038063669
248,1.12223038063669,0.46242306872277,1.06767922084387
249,1.06767922084387,0.470027285618935,1.01430295682972
250,1.01430295682972,0.496030789916723,0.963792234494609
251,0.963792234494609,0.540667707476454,0.916503520321059
252,0.916503520321059,0.600553533966853,0.87194290712173
253,0.87194290712173,0.669750763168399,0.829211052081495
254,0.829211052081495,0.741838507321856,0.787408943324731
255,0.787408943324731,0.811403796694935,0.745945533584144
256,0.745945533584144,0.874527344605039,0.704672312669859
257,0.704672312669859,0.928708641579921,0.663833457834074
258,0.663833457834074,0.972642034174126,0.623917073214391
259,0.623917073214391,1.00597420864962,0.585542131566505
260,0.585542131566505,1.02905469710991,0.549488964922674
261,0.549488964922674,1.04270542768124,0.516902424137065
262,0.516902424137065,1.04805757813277,0.489590606830092
263,0.489590606830092,1.04649172199656,0.470247148387745
264,0.470247148387745,1.03968325166884,0.46242306872277
265,0.46242306872277,1.02971465252816,0.470027285618935
266,0.470027285618935,1.01918647055636,0.496030789916723
267,0.496030789916723,1.01122383188136,0.540667707476454
268,0.540667707476454,1.00921822807957,0.600553533966853
269,0.600553533966853,1.0161996230249,0.669750763168399
270,0.669750763168399,1.0339618219719,0.741838507321856
271,0.741838507321856,1.06212655634176,0.811403796694935
272,0.811403796694935,1.09715230791337,0.874527344605039
273,0.874527344605039,1.13185349821017,0.928708641579921
274,0.928708641579921,1.1572995967069,0.972642034174126
275,0.972642034174126,1.16729985707121,1.00597420864962
276,1.00597420864962,1.16123837233244,1.02905469710991
277,1.02905469710991,1.14271683204667,1.04270542768124
278,1.04270542768124,1.1167141549263,1.04805757813277
279,1.04805757813277,1.08782325821096,1.04649172199656
280,1.04649172199656,1.05969142725442,1.03968325166884
281,1.03968325166884,1.03499433313127,1.02971465252816
282,1.02971465252816,1.01548452328392,1.01918647055636
283,1.01918647055636,1.00193842847187,1.01122383188136
284,1.01122383188136,0.994007594601455,1.00921822807957
285,1.00921822807957,0.990091777106337,1.0161996230249
286,1.0161996230249,0.987377375358776,1.0339618219719
287,1.0339618219719,0.982112058976945,1.06212655634176
288,1.06212655634176,0.970189703122335,1.09715230791337
289,1.09715230791337,0.948309637645834,1.13185349821017
290,1.13185349821017,0.915686585888171,1.1572995967069
291,1.1572995967069,0.874980203370034,1.16729985707121
292,1.16729985707121,0.831073190149297,1.16123837233244
293,1.16123837233244,0.788945036224988,1.14271683204667
294,1.14271683204667,0.752596424174144,1.1167141549263
295,1.1167141549263,0.724984479674801,1.08782325821096
296,1.08782325821096,0.708100356448664,1.05969142725442
297,1.05969142725442,0.702811781996491,1.03499433313127
298,1.03499433313127,0.708613008713092,1.01548452328392
299,1.01548452328392,0.723624770638692,1.00193842847187
300,1.00193842847187,0.745024163371635,0.994007594601455
301,0.994007594601455,0.769745467193909,0.990091777106337
302,0.990091777106337,0.795157988461232,0.987377375358776
303,0.987377375358776,0.819576784949253,0.982112058976945
304,0.982112058976945,0.842619735466891,0.970189703122335
305,0.970189703122335,0.865408476361639,0.948309637645834
306,0.948309637645834,0.890456310340482,0.915686585888171
307,0.915686585888171,0.920832482922443,0.874980203370034
308,0.874980203370034,0.958225543279592,0.831073190149297
309,0.831073190149297,1.00095707858176,0.788945036224988
310,0.788945036224988,1.04449924474145,0.752596424174144
311,0.752596424174144,1.08435631110092,0.724984479674801
312,0.724984479674801,1.1181489546726,0.708100356448664
313,0.708100356448664,1.14573898042384,0.702811781996491
314,0.702811781996491,1.16843481645677,0.708613008713092
315,0.708613008713092,1.18813879824947,0.723624770638692
316,0.723624770638692,1.206663390213,0.745024163371635
317,0.745024163371635,1.22524038851186,0.769745467193909
318,0.769745467193909,1.24426348638509,0.795157988461232
319,0.795157988461232,1.26330918862965,0.819576784949253
320,0.819576784949253,1.281414641156,0.842619735466891
321,0.842619735466891,1.29747089668085,0.865408476361639
322,0.865408476361639,1.31048830905815,0.890456310340482
323,0.890456310340482,1.31951632125056,0.920832482922443
324,0.920832482922443,1.32315826587685,0.958225543279592
325,0.958225543279592,1.31888387328787,1.00095707858176
326,1.00095707858176,1.30295810062692,1.04449924474145
327,1.04449924474145,1.27227923385576,1.08435631110092
328,1.08435631110092,1.22711623237789,1.1181489546726
329,1.1181489546726,1.1711834258353,1.14573898042384
330,1.14573898042384,1.10921562636995,1.16843481645677
331,1.16843481645677,1.04507672493445,1.18813879824947
332,1.18813879824947,0.981260436904172,1.206663390213
333,1.206663390213,0.919104584517348,1.22524038851186
334,1.22524038851186,0.859182986809792,1.24426348638509
335,1.24426348638509,0.801677609729176,1.26330918862965
336,1.26330918862965,0.746660351857269,1.281414641156
337,1.281414641156,0.694247971576179,1.29747089668085
338,1.29747089668085,0.644633180115442,1.31048830905815
339,1.31048830905815,0.598041378958282,1.31951632125056
340,1.31951632125056,0.554680682659729,1.32315826587685
341,1.32315826587685,0.51473540457949,1.31888387328787
342,1.31888387328787,0.47842858066498,1.30295810062692
343,1.30295810062692,0.446171229036877,1.27227923385576
344,1.27227923385576,0.418808661124276,1.22711623237789
345,1.22711623237789,0.397934941927887,1.1711834258353
346,1.1711834258353,0.386215266434453,1.10921562636995
347,1.10921562636995,0.38759542684621,1.04507672493445
348,1.04507672493445,0.40691881804805,0.981260436904172
349,0.981260436904172,0.448061839460308,0.919104584517348
350,0.919104584517348,0.510635553717839,0.859182986809792
351,0.859182986809792,0.588101994844248,0.801677609729176
352,0.801677609729176,0.67023294478572,0.746660351857269
353,0.746660351857269,0.747701991720665,0.694247971576179
354,0.694247971576179,0.814632486373539,0.644633180115442
355,0.644633180115442,0.868498861187922,0.598041378958282
356,0.598041378958282,0.908997561371163,0.554680682659729
357,0.554680682659729,0.937010192875146,0.51473540457949
358,0.51473540457949,0.953940304552783,0.47842858066498
359,0.47842858066498,0.961359113214978,0.446171229036877
360,0.446171229036877,0.960848835873522,0.418808661124276
361,0.418808661124276,0.953970310475133,0.397934941927887
362,0.397934941927887,0.94232110796171,0.386215266434453
363,0.386215266434453,0.927668062005083,0.38759542684621
364,0.38759542684621,0.912138605850356,0.40691881804805
365,0.40691881804805,0.89843789917122,0.448061839460308
366,0.448061839460308,0.889967743982943,0.510635553717839
367,0.510635553717839,0.89055412247485,0.588101994844248
368,0.588101994844248,0.903502871012573,0.67023294478572
369,0.67023294478572,0.93019373412855,0.747701991720665
370,0.747701991720665,0.96881303434045,0.814632486373539
371,0.814632486373539,1.01372837896352,0.868498861187922
372,0.868498861187922,1.05670288010189,0.908997561371163
373,0.908997561371163,1.09064354090551,0.937010192875146
374,0.937010192875146,1.11282838653931,0.953940304552783
375,0.953940304552783,1.1246964562429,0.961359113214978
376,0.961359113214978,1.12970429634922,0.960848835873522
377,0.960848835873522,1.13157065308208,0.953970310475133
378,0.953970310475133,1.13343471200429,0.94232110796171
379,0.94232110796171,1.13755822207751,0.927668062005083
380,0.927668062005083,1.14523054823588,0.912138605850356
381,0.912138605850356,1.1567508339758,0.89843789917122
382,0.89843789917122,1.1715056172309,0.889967743982943
383,0.889967743982943,1.18818324796338,0.89055412247485
384,0.89055412247485,1.20506133085284,0.903502871012573
385,0.903502871012573,1.22012811463064,0.93019373412855
386,0.93019373412855,1.23074060490131,0.96881303434045
387,0.96881303434045,1.23294588169829,1.01372837896352
388,1.01372837896352,1.22175324031297,1.05670288010189
389,1.05670288010189,1.19405034906941,1.09064354090551
390,1.09064354090551,1.1518920252064,1.11282838653931
391,1.11282838653931,1.10121164581255,1.1246964562429
392,1.1246964562429,1.04797471540909,1.12970429634922
393,1.12970429634922,0.996246863952208,1.13157065308208
394,1.13157065308208,0.948139866435966,1.13343471200429
395,1.13343471200429,0.904274045505275,1.13755822207751
396,1.13755822207751,0.864230805825105,1.14523054823588
397,1.14523054823588,0.826961416899499,1.1567508339758
398,1.1567508339758,0.791192574821945,1.1715056172309
399,1.1715056172309,0.755811633096958,1.18818324796338
400,1.18818324796338,0.720151979868551,1.20506133085284
401,1.20506133085284,0.684096900260306,1.22012811463064
402,1.22012811463064,0.648003569346598,1.23074060490131
403,1.23074060490131,0.612560364251271,1.23294588169829
404,1.23294588169829,0.578733972395135,1.22175324031297
405,1.22175324031297,0.54790528643695,1.19405034906941
406,1.19405034906941,0.522168542108058,1.1518920252064
407,1.1518920252064,0.504604495955889,1.10121164581255
408,1.10121164581255,0.499204851816545,1.04797471540909
409,1.04797471540909,0.510083565434171,0.996246863952208
410,0.996246863952208,0.53975855984791,0.948139866435966
411,0.948139866435966,0.587280211699609,0.904274045505275
412,0.904274045505275,0.648031766815622,0.864230805825105
413,0.864230805825105,0.715665193402702,0.826961416899499
414,0.826961416899499,0.784346613003517,0.791192574821945
415,0.791192574821945,0.849784780643968,0.755811633096958
416,0.755811633096958,0.90916846260387,0.720151979868551
417,0.720151979868551,0.960745672190919,0.684096900260306
418,0.684096900260306,1.00349315245047,0.648003569346598
419,0.648003569346598,1.03695933679891,0.612560364251271
420,0.612560364251271,1.06119399425597,0.578733972395135
421,0.578733972395135,1.0766820829734,0.54790528643695
422,0.54790528643695,1.08427485287044,0.522168542108058
423,0.522168542108058,1.08516190301984,0.504604495955889
424,0.504604495955889,1.08092227860133,0.499204851816545
425,0.499204851816545,1.07364304838183,0.510083565434171
426,0.510083565434171,1.0660238446081,0.53975855984791
427,0.53975855984791,1.06131667580079,0.587280211699609
428,0.587280211699609,1.06291061302518,0.648031766815622
429,0.648031766815622,1.07350514788757,0.715665193402702
430,0.715665193402702,1.09409007350942,0.784346613003517
431,0.784346613003517,1.12294111329865,0.849784780643968
432,0.849784780643968,1.15481230902919,0.90916846260387
433,0.90916846260387,1.18139083767075,0.960745672190919
434,0.960745672190919,1.19445698119397,1.00349315245047
435,1.00349315245047,1.19006962830478,1.03695933679891
436,1.03695933679891,1.16966253477955,1.06119399425597
437,1.06119399425597,1.13777903709119,1.0766820829734
438,1.0766820829734,1.09950079450387,1.08427485287044
439,1.08427485287044,1.0591598246994,1.08516190301984
440,1.08516190301984,1.02005236442369,1.08092227860133
441,1.08092227860133,0.984532568193668,1.07364304838183
442,1.07364304838183,0.954116779555454,1.0660238446081
443,1.0660238446081,0.929452083168782,1.06131667580079
444,1.06131667580079,0.91014607911139,1.06291061302518
445,1.06291061302518,0.894583632940733,1.07350514788757
446,1.07350514788757,0.879961423954318,1.09409007350942
447,1.09409007350942,0.862764115668499,1.12294111329865
448,1.12294111329865,0.839771774814453,1.15481230902919
449,1.15481230902919,0.809416360695363,1.18139083767075
450,1.18139083767075,0.772736750576596,1.19445698119397
451,1.19445698119397,0.73299224579173,1.19006962830478
452,1.19006962830478,0.694256849223095,1.16966253477955
453,1.16966253477955,0.660366149733695,1.13777903709119
454,1.13777903709119,0.634711588258767,1.09950079450387
455,1.09950079450387,0.620328896720817,1.0591598246994
456,1.0591598246994,0.619686413884103,1.02005236442369
457,1.02005236442369,0.634006780211691,0.984532568193668
458,0.984532568193668,0.662518429105955,0.954116779555454
459,0.954116779555454,0.702377936726957,0.929452083168782
460,0.929452083168782,0.749555827279536,0.91014607911139
461,0.91014607911139,0.800105337274052,0.894583632940733
462,0.894583632940733,0.851047146678058,0.879961423954318
463,0.879961423954318,0.900643161010276,0.862764115668499
464,0.862764115668499,0.948247170545879,0.839771774814453
465,0.839771774814453,0.993878514727757,0.809416360695363
466,0.809416360695363,1.03750032749298,0.772736750576596
467,0.772736750576596,1.0781982020431,0.73299224579173
468,0.73299224579173,1.11402137360243,0.694256849223095
469,0.694256849223095,1.1429356236904,0.660366149733695
470,0.660366149733695,1.1639729765587,0.634711588258767
471,0.634711588258767,1.17759837380445,0.620328896720817
472,0.620328896720817,1.18544798775613,0.619686413884103
473,0.619686413884103,1.18993090680757,0.634006780211691
474,0.634006780211691,1.19384871427517,0.662518429105955
475,0.662518429105955,1.19994837043202,0.702377936726957
476,0.702377936726957,1.21033305052229,0.749555827279536
477,0.749555827279536,1.22578691687905,0.800105337274052
478,0.800105337274052,1.24517212431505,0.851047146678058
479,0.851047146678058,1.26514141897396,0.900643161010276
480,0.900643161010276,1.28054968762618,0.948247170545879
481,0.948247170545879,1.28580698768239,0.993878514727757
482,0.993878514727757,1.27666935583824,1.03750032749298
483,1.03750032749298,1.25144066868765,1.0781982020431
484,1.0781982020431,1.21116202070887,1.11402137360243
485,1.11402137360243,1.15909079980479,1.1429356236904
486,1.1429356236904,1.0996739256989,1.1639729765587
487,1.1639729765587,1.03729117798813,1.17759837380445
488,1.17759837380445,0.975394905912215,1.18544798775613
489,1.18544798775613,0.916287008582484,1.18993090680757
490,1.18993090680757,0.861243039717979,1.19384871427517
491,1.19384871427517,0.810684828861006,1.19994837043202
492,1.19994837043202,0.764313353839929,1.21033305052229
493,1.21033305052229,0.721264580467442,1.22578691687905
494,1.22578691687905,0.680388490704135,1.24517212431505
495,1.24517212431505,0.640663360806268,1.26514141897396
496,1.26514141897396,0.601601212043563,1.28054968762618
497,1.28054968762618,0.563434233935279,1.28580698768239
498,1.28580698768239,0.52701113675436,1.27666935583824
499,1.27666935583824,0.493569321316382,1.25144066868765
500,1.25144066868765,0.464635356201964,1.21116202070887
501,1.21116202070887,0.442189208107593,1.15909079980479
502,1.15909079980479,0.429056063198864,1.0996739256989
503,1.0996739256989,0.429263533239509,1.03729117798813
504,1.03729117798813,0.447667591830142,0.975394905912215
505,0.975394905912215,0.48785026190492,0.916287008582484
506,0.916287008582484,0.5486922108811,0.861243039717979
507,0.861243039717979,0.623135017171252,0.810684828861006
508,0.810684828861006,0.701487610482336,0.764313353839929
509,0.764313353839929,0.775767624694355,0.721264580467442
510,0.721264580467442,0.841316389403583,0.680388490704135
511,0.680388490704135,0.896143096584015,0.640663360806268
512,0.640663360806268,0.939773657850231,0.601601212043563
513,0.601601212043563,0.972453499656771,0.563434233935279
514,0.563434233935279,0.994785822573068,0.52701113675436
515,0.52701113675436,1.00763192124757,0.493569321316382
516,0.493569321316382,1.01209704407552,0.464635356201964
517,0.464635356201964,1.00951658115518,0.442189208107593
518,0.442189208107593,1.00144843695726,0.429056063198864
519,0.429056063198864,0.989716165454703,0.429263533239509
520,0.429263533239509,0.976537623412444,0.447667591830142
521,0.447667591830142,0.964718332889974,0.48785026190492
522,0.48785026190492,0.957751084409382,0.5486922108811
523,0.5486922108811,0.959471580790428,0.623135017171252
524,0.623135017171252,0.972992111499635,0.701487610482336
525,0.701487610482336,0.999229425669688,0.775767624694355
526,0.775767624694355,1.03566944252048,0.841316389403583
527,0.841316389403583,1.07590383859313,0.896143096584015
528,0.896143096584015,1.11119259955528,0.939773657850231
529,0.939773657850231,1.13442552250964,0.972453499656771
530,0.972453499656771,1.14324429628719,0.994785822573068
531,0.994785822573068,1.13965937146496,1.00763192124757
532,1.00763192124757,1.12777170447948,1.01209704407552
533,1.01209704407552,1.1119290849842,1.00951658115518
534,1.00951658115518,1.095868242037,1.00144843695726
535,1.00144843695726,1.08245578644878,0.989716165454703
536,0.989716165454703,1.07363032143378,0.976537623412444
537,0.976537623412444,1.07034974250885,0.964718332889974
538,0.964718332889974,1.07250686022504,0.957751084409382
539,0.957751084409382,1.07887000878498,0.959471580790428
540,0.959471580790428,1.08711477953279,0.972992111499635
541,0.972992111499635,1.0939200195198,0.999229425669688
542,0.999229425669688,1.09506456324649,1.03566944252048
543,1.03566944252048,1.08586618626242,1.07590383859313
544,1.07590383859313,1.06288095578335,1.11119259955528
545,1.11119259955528,1.02649246689146,1.13442552250964
546,1.13442552250964,0.981268065959494,1.14324429628719
547,1.14324429628719,0.933227603014995,1.13965937146496
548,1.13965937146496,0.887400645498122,1.12777170447948
549,1.12777170447948,0.847196388168616,1.1119290849842
550,1.1119290849842,0.814589251737856,1.095868242037
